pair_id,cell,row,col,card_no,label,qr_url,front_image,back_image,front_page,back_page,front_bbox_xyxy,back_bbox_xyxy,needs_review,review_note,created_at,card_id,front_cell,back_cell,manual_locked,source_pdf
122_ho,B2,2,2,122,ho-,https://cardlish.com/o/,cards/122_ho_front.png,cards/122_ho_back.png,2,1,"(614, 893, 1120, 1580)","(612, 915, 1125, 1602)",False,,07/06/2026,legacy_122_ho,B2,B2,False,
123_card,A2,1,2,123,,https://cardlish.com/o/,cards/123_card_front.png,cards/123_card_back.png,2,1,"(614, 0, 1120, 798)","(612, 0, 1125, 798)",False,,07/06/2026,legacy_123_card,A2,A2,False,
124_card,A3,1,3,124,,https://cardlish.com/oad/,cards/124_card_front.png,cards/124_card_back.png,2,1,"(1176, 0, 1699, 798)","(1165, 0, 1699, 798)",False,,07/06/2026,legacy_124_card,A3,A3,False,
125_card,B3,2,3,125,,https://cardlish.com/oak/,cards/125_card_front.png,cards/125_card_back.png,2,1,"(1176, 893, 1699, 1580)","(1165, 915, 1699, 1602)",False,,07/06/2026,legacy_125_card,B3,B3,False,
126_card,C3,3,3,126,,https://cardlish.com/oast/,cards/126_card_front.png,cards/126_card_back.png,2,1,"(1176, 1660, 1699, 2341)","(1165, 1659, 1699, 2341)",False,,07/06/2026,legacy_126_card,C3,C3,False,
127_card,A1,1,1,127,,https://cardlish.com/oat/,cards/127_card_front.png,cards/127_card_back.png,2,1,"(0, 0, 554, 837)","(0, 0, 519, 816)",False,,07/06/2026,legacy_127_card,A1,A1,False,
128_card,B1,2,1,128,,https://cardlish.com/o/,cards/128_card_front.png,cards/128_card_back.png,2,1,"(0, 909, 554, 1597)","(0, 909, 519, 1599)",False,,07/06/2026,legacy_128_card,B1,B1,False,
129_card,C1,3,1,129,,https://cardlish.com/o/,cards/129_card_front.png,cards/129_card_back.png,2,1,"(0, 1654, 554, 2341)","(0, 1654, 519, 2341)",False,,07/06/2026,legacy_129_card,C1,C1,False,
130_card,C2,3,2,130,,https://cardlish.com/oad/,cards/130_card_front.png,cards/130_card_back.png,2,1,"(623, 1654, 1124, 2341)","(537, 1654, 1054, 2341)",False,,07/06/2026,legacy_130_card,C2,C2,False,
131_card,B2,2,2,131,,https://cardlish.com/oak/,cards/131_card_front.png,cards/131_card_back.png,2,1,"(623, 909, 1124, 1597)","(537, 909, 1054, 1599)",False,,07/06/2026,legacy_131_card,B2,B2,False,
132_card,A2,1,2,132,,https://cardlish.com/oal/,cards/132_card_front.png,cards/132_card_back.png,2,1,"(623, 0, 1124, 837)","(537, 0, 1054, 816)",False,,07/06/2026,legacy_132_card,A2,A2,False,
133_card,A3,1,3,133,,https://cardlish.com/ome/,cards/133_card_front.png,cards/133_card_back.png,2,1,"(1169, 0, 1699, 837)","(1119, 0, 1699, 816)",False,,07/06/2026,legacy_133_card,A3,A3,False,
134_card,B3,2,3,134,,https://cardlish.com/one/,cards/134_card_front.png,cards/134_card_back.png,2,1,"(1169, 909, 1699, 1597)","(1119, 909, 1699, 1599)",False,,07/06/2026,legacy_134_card,B3,B3,False,
135_card,B3,2,3,135,,https://cardlish.com/ope/,cards/135_card_front.png,cards/135_card_back.png,2,1,"(1144, 910, 1699, 1598)","(1178, 934, 1699, 1621)",False,,07/06/2026,legacy_135_card,B3,B3,False,
136_card,C2,3,2,136,,https://cardlish.com/ose/,cards/136_card_front.png,cards/136_card_back.png,2,1,"(620, 1652, 1128, 2341)","(592, 1659, 1100, 2341)",False,,07/06/2026,legacy_136_card,C2,C2,False,
137_card,C1,3,1,137,,https://cardlish.com/oat/,cards/137_card_front.png,cards/137_card_back.png,2,1,"(0, 1652, 571, 2341)","(0, 1659, 541, 2341)",False,,07/06/2026,legacy_137_card,C1,C1,False,
138_card,C3,3,3,138,,https://cardlish.com/ove/,cards/138_card_front.png,cards/138_card_back.png,2,1,"(1169, 1654, 1699, 2341)","(1119, 1654, 1699, 2341)",False,,07/06/2026,legacy_138_card,C3,C3,False,
139_card,A1,1,1,139,,https://cardlish.com/old/,cards/139_card_front.png,cards/139_card_back.png,2,1,"(0, 0, 571, 807)","(0, 0, 541, 837)",False,,07/06/2026,legacy_139_card,A1,A1,False,
140_card,B1,2,1,140,,https://cardlish.com/oll/,cards/140_card_front.png,cards/140_card_back.png,2,1,"(0, 898, 571, 1586)","(0, 923, 541, 1608)",False,,07/06/2026,legacy_140_card,B1,B1,False,
141_card,B2,2,2,141,,https://cardlish.com/o/,cards/141_card_front.png,cards/141_card_back.png,2,1,"(620, 898, 1128, 1586)","(592, 923, 1100, 1608)",False,,07/06/2026,legacy_141_card,B2,B2,False,
142_card,A2,1,2,142,,https://cardlish.com/long-u-oo/,cards/142_card_front.png,cards/142_card_back.png,2,1,"(620, 0, 1128, 807)","(592, 0, 1100, 837)",False,,07/06/2026,legacy_142_card,A2,A2,False,
143_card,A3,1,3,143,,https://cardlish.com/long-u-oo/,cards/143_card_front.png,cards/143_card_back.png,2,1,"(1167, 0, 1699, 807)","(1152, 0, 1699, 837)",False,,07/06/2026,legacy_143_card,A3,A3,False,
144_card,B3,2,3,144,,https://cardlish.com/long-u-oo/,cards/144_card_front.png,cards/144_card_back.png,2,1,"(1167, 898, 1699, 1586)","(1152, 923, 1699, 1608)",False,,07/06/2026,legacy_144_card,B3,B3,False,
145_card,C3,3,3,145,,https://cardlish.com/ool/,cards/145_card_front.png,cards/145_card_back.png,2,1,"(1167, 1652, 1699, 2341)","(1152, 1659, 1699, 2341)",False,,07/06/2026,legacy_145_card,C3,C3,False,
146_card,A1,1,1,146,,https://cardlish.com/oom/,cards/146_card_front.png,cards/146_card_back.png,2,1,"(0, 0, 543, 832)","(0, 0, 572, 862)",False,,07/06/2026,legacy_146_card,A1,A1,False,
147_card,B1,2,1,147,,https://cardlish.com/oon/,cards/147_card_front.png,cards/147_card_back.png,2,1,"(0, 910, 543, 1598)","(0, 934, 572, 1621)",False,,07/06/2026,legacy_147_card,B1,B1,False,
148_card,C1,3,1,148,,https://cardlish.com/oop/,cards/148_card_front.png,cards/148_card_back.png,2,1,"(0, 1653, 543, 2341)","(0, 1659, 572, 2341)",False,,07/06/2026,legacy_148_card,C1,C1,False,
149_card,C2,3,2,149,,https://cardlish.com/oot/,cards/149_card_front.png,cards/149_card_back.png,2,1,"(586, 1653, 1091, 2341)","(622, 1659, 1121, 2341)",False,,07/06/2026,legacy_149_card,C2,C2,False,
150_card,B2,2,2,150,,https://cardlish.com/long-u-oo/,cards/150_card_front.png,cards/150_card_back.png,2,1,"(586, 910, 1091, 1598)","(622, 934, 1121, 1621)",False,,07/06/2026,legacy_150_card,B2,B2,False,
151_du,A2,1,2,151,du-,https://cardlish.com/ju/,cards/151_du_front.png,cards/151_du_back.png,2,1,"(586, 0, 1091, 832)","(622, 0, 1121, 862)",False,,07/06/2026,legacy_151_du,A2,A2,False,
152_card,A3,1,3,152,,https://cardlish.com/long-u-oo/,cards/152_card_front.png,cards/152_card_back.png,2,1,"(1144, 0, 1699, 832)","(1178, 0, 1699, 862)",False,,07/06/2026,legacy_152_card,A3,A3,False,
153_card,C3,3,3,153,,https://cardlish.com/long-u-oo/,cards/153_card_front.png,cards/153_card_back.png,2,1,"(1144, 1653, 1699, 2341)","(1178, 1659, 1699, 2341)",False,,07/06/2026,legacy_153_card,C3,C3,False,
154_card,A1,1,1,154,,https://cardlish.com/ood/,cards/154_card_front.png,cards/154_card_back.png,2,1,"(0, 0, 546, 808)","(0, 0, 549, 819)",False,,07/06/2026,legacy_154_card,A1,A1,False,
155_card,B1,2,1,155,,https://cardlish.com/ume/,cards/155_card_front.png,cards/155_card_back.png,2,1,"(0, 921, 546, 1605)","(0, 888, 549, 1576)",False,,07/06/2026,legacy_155_card,B1,B1,False,
156_card,B3,2,3,156,,https://cardlish.com/oon/,cards/156_card_front.png,cards/156_card_back.png,2,1,"(1164, 921, 1699, 1605)","(1179, 888, 1699, 1576)",False,,07/06/2026,legacy_156_card,B3,B3,False,
157_card,C1,3,1,157,,https://cardlish.com/oot/,cards/157_card_front.png,cards/157_card_back.png,2,1,"(0, 1659, 546, 2341)","(0, 1659, 549, 2341)",False,,07/06/2026,legacy_157_card,C1,C1,False,
158_card,C2,3,2,158,,https://cardlish.com/long-u-oo/,cards/158_card_front.png,cards/158_card_back.png,2,1,"(604, 1659, 1108, 2341)","(624, 1659, 1128, 2341)",False,,07/06/2026,legacy_158_card,C2,C2,False,
159_card,B2,2,2,159,,https://cardlish.com/ieu/,cards/159_card_front.png,cards/159_card_back.png,2,1,"(604, 921, 1108, 1605)","(624, 888, 1128, 1576)",False,,07/06/2026,legacy_159_card,B2,B2,False,
160_card,A2,1,2,160,,https://cardlish.com/ume-2/,cards/160_card_front.png,cards/160_card_back.png,2,1,"(604, 0, 1108, 808)","(624, 0, 1128, 819)",False,,07/06/2026,legacy_160_card,A2,A2,False,
161_card,A3,1,3,161,,https://cardlish.com/ute-ieu/,cards/161_card_front.png,cards/161_card_back.png,2,1,"(1164, 0, 1699, 808)","(1179, 0, 1699, 819)",False,,07/06/2026,legacy_161_card,A3,A3,False,
162_card,C3,3,3,162,,https://cardlish.com/use/,cards/162_card_front.png,cards/162_card_back.png,2,1,"(1164, 1659, 1699, 2341)","(1179, 1659, 1699, 2341)",False,,07/06/2026,legacy_162_card,C3,C3,False,
163_card,C3,3,3,163,,https://cardlish.com/ao/,cards/163_card_front.png,cards/163_card_back.png,2,1,"(1168, 1658, 1699, 2341)","(1183, 1659, 1699, 2341)",False,,07/06/2026,legacy_163_card,C3,C3,False,
164_card,B2,2,2,164,,https://cardlish.com/ound/,cards/164_card_front.png,cards/164_card_back.png,2,1,"(605, 923, 1111, 1608)","(614, 930, 1115, 1616)",False,,07/06/2026,legacy_164_card,B2,B2,False,
166_card,A2,1,2,166,,https://cardlish.com/our/,cards/166_card_front.png,cards/166_card_back.png,2,1,"(605, 0, 1111, 836)","(614, 0, 1115, 828)",False,,07/06/2026,legacy_166_card,A2,A2,False,
167_card,B3,2,3,167,,https://cardlish.com/ouse/,cards/167_card_front.png,cards/167_card_back.png,2,1,"(1168, 923, 1699, 1608)","(1183, 930, 1699, 1616)",False,,07/06/2026,legacy_167_card,B3,B3,False,
168_card,C2,3,2,168,,https://cardlish.com/out/,cards/168_card_front.png,cards/168_card_back.png,2,1,"(605, 1658, 1111, 2341)","(614, 1659, 1115, 2341)",False,,07/06/2026,legacy_168_card,C2,C2,False,
169_card,C1,3,1,169,,https://cardlish.com/ao/,cards/169_card_front.png,cards/169_card_back.png,2,1,"(0, 1658, 552, 2341)","(0, 1659, 550, 2341)",False,,07/06/2026,legacy_169_card,C1,C1,False,
170_card,B1,2,1,170,,https://cardlish.com/owl/,cards/170_card_front.png,cards/170_card_back.png,2,1,"(0, 923, 552, 1608)","(0, 930, 550, 1616)",False,,07/06/2026,legacy_170_card,B1,B1,False,
batch033_A1,A1,1,1,171,,https://cardlish.com/ownn/,cards/batch033_A1_front.png,cards/batch033_A1_back.png,2,1,"(0, 0, 552, 836)","(0, 0, 550, 828)",False,,07/06/2026,legacy_batch033_A1,A1,A1,False,
172_card,A1,1,1,172,,https://cardlish.com/oi/,cards/172_card_front.png,cards/172_card_back.png,2,1,"(0, 0, 539, 821)","(0, 0, 574, 811)",False,,07/06/2026,legacy_172_card,A1,A1,False,
173_card,B1,2,1,173,,https://cardlish.com/oid/,cards/173_card_front.png,cards/173_card_back.png,2,1,"(0, 910, 539, 1598)","(0, 909, 574, 1596)",False,,07/06/2026,legacy_173_card,B1,B1,False,
174_card,C1,3,1,174,,https://cardlish.com/oil/,cards/174_card_front.png,cards/174_card_back.png,2,1,"(0, 1651, 539, 2341)","(0, 1658, 574, 2341)",False,,07/06/2026,legacy_174_card,C1,C1,False,
175_card,C2,3,2,175,,https://cardlish.com/oint/,cards/175_card_front.png,cards/175_card_back.png,2,1,"(588, 1651, 1091, 2341)","(624, 1658, 1141, 2341)",False,,07/06/2026,legacy_175_card,C2,C2,False,
176_card,B2,2,2,176,,https://cardlish.com/oi/,cards/176_card_front.png,cards/176_card_back.png,2,1,"(588, 910, 1091, 1598)","(624, 909, 1141, 1596)",False,,07/06/2026,legacy_176_card,B2,B2,False,
177_card,A2,1,2,177,,https://cardlish.com/short-%ca%8a/,cards/177_card_front.png,cards/177_card_back.png,2,1,"(588, 0, 1091, 821)","(624, 0, 1141, 811)",False,,07/06/2026,legacy_177_card,A2,A2,False,
178_card,A3,1,3,178,,https://cardlish.com/short-%ca%8a/,cards/178_card_front.png,cards/178_card_back.png,2,1,"(1144, 0, 1699, 821)","(1174, 0, 1699, 811)",False,,07/06/2026,legacy_178_card,A3,A3,False,
179_card,B3,2,3,179,,https://cardlish.com/ook/,cards/179_card_front.png,cards/179_card_back.png,2,1,"(1144, 910, 1699, 1598)","(1174, 909, 1699, 1596)",False,,07/06/2026,legacy_179_card,B3,B3,False,
180_card,C3,3,3,180,,https://cardlish.com/long-or/,cards/180_card_front.png,cards/180_card_back.png,2,1,"(1144, 1651, 1699, 2341)","(1174, 1658, 1699, 2341)",False,,07/06/2026,legacy_180_card,C3,C3,False,
181_card,A1,1,1,181,,https://cardlish.com/long-or/,cards/181_card_front.png,cards/181_card_back.png,2,1,"(0, 0, 562, 831)","(0, 0, 547, 839)",False,,07/06/2026,legacy_181_card,A1,A1,False,
182_card,B1,2,1,182,,https://cardlish.com/long-or/,cards/182_card_front.png,cards/182_card_back.png,2,1,"(0, 919, 562, 1607)","(0, 902, 547, 1589)",False,,07/06/2026,legacy_182_card,B1,B1,False,
183_card,C1,3,1,183,,https://cardlish.com/long-or/,cards/183_card_front.png,cards/183_card_back.png,2,1,"(0, 1660, 562, 2341)","(0, 1651, 547, 2341)",False,,07/06/2026,legacy_183_card,C1,C1,False,
184_card,C2,3,2,184,,https://cardlish.com/ork/,cards/184_card_front.png,cards/184_card_back.png,2,1,"(617, 1660, 1131, 2341)","(587, 1651, 1092, 2341)",False,,07/06/2026,legacy_184_card,C2,C2,False,
185_card,B2,2,2,185,,https://cardlish.com/orn/,cards/185_card_front.png,cards/185_card_back.png,2,1,"(617, 919, 1131, 1607)","(587, 902, 1092, 1589)",False,,07/06/2026,legacy_185_card,B2,B2,False,
186_card,A2,1,2,186,,https://cardlish.com/ort/,cards/186_card_front.png,cards/186_card_back.png,2,1,"(617, 0, 1131, 831)","(587, 0, 1092, 839)",False,,07/06/2026,legacy_186_card,A2,A2,False,
187_card,A3,1,3,187,,https://cardlish.com/long-or/,cards/187_card_front.png,cards/187_card_back.png,2,1,"(1177, 0, 1699, 831)","(1125, 0, 1699, 839)",False,,07/06/2026,legacy_187_card,A3,A3,False,
188_card,B3,2,3,188,,https://cardlish.com/long-ar/,cards/188_card_front.png,cards/188_card_back.png,2,1,"(1177, 919, 1699, 1607)","(1125, 902, 1699, 1589)",False,,07/06/2026,legacy_188_card,B3,B3,False,
189_card,C3,3,3,189,,https://cardlish.com/long-ar/,cards/189_card_front.png,cards/189_card_back.png,2,1,"(1177, 1660, 1699, 2341)","(1125, 1651, 1699, 2341)",False,,07/06/2026,legacy_189_card,C3,C3,False,
190_card,A1,1,1,190,,https://cardlish.com/ard/,cards/190_card_front.png,cards/190_card_back.png,2,1,"(0, 0, 544, 858)","(0, 0, 535, 841)",False,,07/06/2026,legacy_190_card,A1,A1,False,
191_card,B1,2,1,191,,https://cardlish.com/ark/,cards/191_card_front.png,cards/191_card_back.png,2,1,"(0, 917, 544, 1604)","(0, 923, 535, 1608)",False,,07/06/2026,legacy_191_card,B1,B1,False,
192_card,C1,3,1,192,,https://cardlish.com/arm/,cards/192_card_front.png,cards/192_card_back.png,2,1,"(0, 1653, 544, 2341)","(0, 1659, 535, 2341)",False,,07/06/2026,legacy_192_card,C1,C1,False,
193_card,C2,3,2,193,,https://cardlish.com/art/,cards/193_card_front.png,cards/193_card_back.png,2,1,"(590, 1653, 1101, 2341)","(615, 1659, 1120, 2341)",False,,07/06/2026,legacy_193_card,C2,C2,False,
194_card,B2,2,2,194,,https://cardlish.com/short-o/,cards/194_card_front.png,cards/194_card_back.png,2,1,"(590, 917, 1101, 1604)","(615, 923, 1120, 1608)",False,,07/06/2026,legacy_194_card,B2,B2,False,
195_card,A2,1,2,195,,https://cardlish.com/short-o/,cards/195_card_front.png,cards/195_card_back.png,2,1,"(590, 0, 1101, 858)","(615, 0, 1120, 841)",False,,07/06/2026,legacy_195_card,A2,A2,False,
196_card,A3,1,3,196,,https://cardlish.com/short-o/,cards/196_card_front.png,cards/196_card_back.png,2,1,"(1146, 0, 1699, 858)","(1173, 0, 1699, 841)",False,,07/06/2026,legacy_196_card,A3,A3,False,
197_card,B3,2,3,197,,https://cardlish.com/short-o/,cards/197_card_front.png,cards/197_card_back.png,2,1,"(1146, 917, 1699, 1604)","(1173, 923, 1699, 1608)",False,,07/06/2026,legacy_197_card,B3,B3,False,
198_er,C3,3,3,198,er-,https://cardlish.com/long-o/,cards/198_er_front.png,cards/198_er_back.png,2,1,"(1146, 1653, 1699, 2341)","(1173, 1659, 1699, 2341)",False,,07/06/2026,legacy_198_er,C3,C3,False,
199_ear,A1,1,1,199,ear-,https://cardlish.com/long-o/,cards/199_ear_front.png,cards/199_ear_back.png,2,1,"(0, 0, 546, 841)","(0, 0, 546, 855)",False,,07/06/2026,legacy_199_ear,A1,A1,False,
200_ir,B1,2,1,200,ir-,https://cardlish.com/long-o/,cards/200_ir_front.png,cards/200_ir_back.png,2,1,"(0, 904, 546, 1592)","(0, 916, 546, 1603)",False,,07/06/2026,legacy_200_ir,B1,B1,False,
201_card,C1,3,1,201,,https://cardlish.com/irt/,cards/201_card_front.png,cards/201_card_back.png,2,1,"(0, 1652, 546, 2341)","(0, 1654, 546, 2341)",False,,07/06/2026,legacy_201_card,C1,C1,False,
202_our,C2,3,2,202,our-,https://cardlish.com/long-o/,cards/202_our_front.png,cards/202_our_back.png,2,1,"(606, 1652, 1112, 2341)","(621, 1654, 1119, 2341)",False,,07/06/2026,legacy_202_our,C2,C2,False,
203_ur,B2,2,2,203,ur-,https://cardlish.com/long-o/,cards/203_ur_front.png,cards/203_ur_back.png,2,1,"(606, 904, 1112, 1592)","(621, 916, 1119, 1603)",False,,07/06/2026,legacy_203_ur,B2,B2,False,
204_or,A2,1,2,204,or-,https://cardlish.com/long-o/,cards/204_or_front.png,cards/204_or_back.png,2,1,"(606, 0, 1112, 841)","(621, 0, 1119, 855)",False,,07/06/2026,legacy_204_or,A2,A2,False,
205_card,A3,1,3,205,,https://cardlish.com/ear/,cards/205_card_front.png,cards/205_card_back.png,2,1,"(1146, 0, 1699, 841)","(1174, 0, 1699, 855)",False,,07/06/2026,legacy_205_card,A3,A3,False,
206_card,B3,2,3,206,,https://cardlish.com/ear/,cards/206_card_front.png,cards/206_card_back.png,2,1,"(1146, 904, 1699, 1592)","(1174, 916, 1699, 1603)",False,,07/06/2026,legacy_206_card,B3,B3,False,
207_card,C1,3,1,207,,https://cardlish.com/e-o/,cards/207_card_front.png,cards/207_card_back.png,1,2,"(0, 1666, 491, 2341)","(0, 1666, 490, 2341)",False,,07/06/2026,legacy_207_card,C1,C1,False,
208_card,B1,2,1,208,,https://cardlish.com/e-o/,cards/208_card_front.png,cards/208_card_back.png,1,2,"(0, 925, 491, 1608)","(0, 909, 490, 1584)",False,,07/06/2026,legacy_208_card,B1,B1,False,
209_card,A1,1,1,209,,https://cardlish.com/e-o/,cards/209_card_front.png,cards/209_card_back.png,1,2,"(0, 0, 491, 800)","(0, 0, 490, 795)",False,,07/06/2026,legacy_209_card,A1,A1,False,
210_card,C3,3,3,210,,https://cardlish.com/ua/,cards/210_card_front.png,cards/210_card_back.png,2,1,"(1146, 1652, 1699, 2341)","(1174, 1654, 1699, 2341)",False,,07/06/2026,legacy_210_card,C3,C3,False,
212_b,A3,1,3,212,b-,https://cardlish.com/b/,cards/212_b_front.png,cards/212_b_back.png,2,1,"(1223, 0, 1699, 763)","(1226, 0, 1699, 762)",False,,07/06/2026,legacy_212_b,A3,A3,False,
213_d,A2,1,2,213,d-,https://cardlish.com/d/,cards/213_d_front.png,cards/213_d_back.png,2,1,"(581, 0, 1034, 763)","(568, 0, 1071, 762)",False,,07/06/2026,legacy_213_d,A2,A2,False,
214_card,A1,1,1,214,,https://cardlish.com/f/,cards/214_card_front.png,cards/214_card_back.png,2,1,"(0, 0, 488, 763)","(0, 0, 490, 762)",False,,07/06/2026,legacy_214_card,A1,A1,False,
215_ph,B3,2,3,215,ph-,https://cardlish.com/f/,cards/215_ph_front.png,cards/215_ph_back.png,2,1,"(1223, 898, 1699, 1583)","(1226, 857, 1699, 1542)",False,,07/06/2026,legacy_215_ph,B3,B3,False,
216_g,C3,3,3,216,g-,https://cardlish.com/g/,cards/216_g_front.png,cards/216_g_back.png,2,1,"(1223, 1664, 1699, 2341)","(1226, 1665, 1699, 2341)",False,,07/06/2026,legacy_216_g,C3,C3,False,
217_card,C2,3,2,217,,https://cardlish.com/h/,cards/217_card_front.png,cards/217_card_back.png,2,1,"(581, 1664, 1034, 2341)","(568, 1665, 1071, 2341)",False,,07/06/2026,legacy_217_card,C2,C2,False,
218_i,B2,2,2,218,i-,https://cardlish.com/d%ca%92/,cards/218_i_front.png,cards/218_i_back.png,2,1,"(581, 898, 1034, 1583)","(568, 857, 1071, 1542)",False,,07/06/2026,legacy_218_i,B2,B2,False,
219_g,B1,2,1,219,g-,https://cardlish.com/dʒ/,cards/219_g_front.png,cards/219_g_back.png,2,1,"(0, 898, 488, 1583)","(0, 857, 490, 1542)",False,,07/06/2026,legacy_219_g,B1,B1,False,
220_card,C1,3,1,220,,https://cardlish.com/k/,cards/220_card_front.png,cards/220_card_back.png,2,1,"(0, 1664, 488, 2341)","(0, 1665, 490, 2341)",False,,07/06/2026,legacy_220_card,C1,C1,False,
221_card,A3,1,3,221,,https://cardlish.com/k/,cards/221_card_front.png,cards/221_card_back.png,2,1,"(1226, 0, 1699, 756)","(1216, 0, 1699, 786)",False,,07/06/2026,legacy_221_card,A3,A3,False,
222_card,A1,1,1,222,,https://cardlish.com/l/,cards/222_card_front.png,cards/222_card_back.png,2,1,"(0, 0, 488, 756)","(0, 0, 489, 786)",False,,07/06/2026,legacy_222_card,A1,A1,False,
223_card,A2,1,2,223,,https://cardlish.com/m/,cards/223_card_front.png,cards/223_card_back.png,2,1,"(591, 0, 1085, 756)","(562, 0, 1062, 786)",False,,07/06/2026,legacy_223_card,A2,A2,False,
224_card,B3,2,3,224,,https://cardlish.com/n/,cards/224_card_front.png,cards/224_card_back.png,2,1,"(1226, 870, 1699, 1549)","(1216, 899, 1699, 1579)",False,,07/06/2026,legacy_224_card,B3,B3,False,
225_kn,C3,3,3,225,kn-,https://cardlish.com/n/,cards/225_kn_front.png,cards/225_kn_back.png,2,1,"(1226, 1663, 1699, 2341)","(1216, 1665, 1699, 2341)",False,,07/06/2026,legacy_225_kn,C3,C3,False,
226_p,B2,2,2,226,p-,https://cardlish.com/p/,cards/226_p_front.png,cards/226_p_back.png,2,1,"(591, 870, 1085, 1549)","(562, 899, 1062, 1579)",False,,07/06/2026,legacy_226_p,B2,B2,False,
227_card,C1,3,1,227,,https://cardlish.com/r/,cards/227_card_front.png,cards/227_card_back.png,2,1,"(0, 1663, 488, 2341)","(0, 1665, 489, 2341)",False,,07/06/2026,legacy_227_card,C1,C1,False,
228_wr,B1,2,1,228,wr-,https://cardlish.com/r/,cards/228_wr_front.png,cards/228_wr_back.png,2,1,"(0, 870, 488, 1549)","(0, 899, 489, 1579)",False,,07/06/2026,legacy_228_wr,B1,B1,False,
229_card,C2,3,2,229,,https://cardlish.com/s/,cards/229_card_front.png,cards/229_card_back.png,2,1,"(591, 1663, 1085, 2341)","(562, 1665, 1062, 2341)",False,,07/06/2026,legacy_229_card,C2,C2,False,
230_card,B3,2,3,230,,https://cardlish.com/s/,cards/230_card_front.png,cards/230_card_back.png,2,1,"(1133, 780, 1699, 1561)","(1133, 780, 1699, 1561)",False,,07/06/2026,legacy_230_card,B3,B3,False,
231_card,C3,3,3,231,,https://cardlish.com/t/,cards/231_card_front.png,cards/231_card_back.png,2,1,"(1133, 1561, 1699, 2341)","(1133, 1561, 1699, 2341)",False,,07/06/2026,legacy_231_card,C3,C3,False,
232_card,A3,1,3,232,,https://cardlish.com/v/,cards/232_card_front.png,cards/232_card_back.png,2,1,"(1133, 0, 1699, 780)","(1133, 0, 1699, 780)",False,,07/06/2026,legacy_232_card,A3,A3,False,
233_w,A3,1,3,233,W-,https://cardlish.com/w/,cards/233_w_front.png,cards/233_w_back.png,2,1,"(1178, 0, 1699, 817)","(1192, 0, 1699, 793)",False,,07/06/2026,legacy_233_w,A3,A3,False,
234_y,A2,1,2,234,y-,https://cardlish.com/y/,cards/234_y_front.png,cards/234_y_back.png,2,1,"(566, 0, 1133, 780)","(566, 0, 1133, 780)",False,,07/06/2026,legacy_234_y,A2,A2,False,
235_z,C2,3,2,235,Z-,https://cardlish.com/z/,cards/235_z_front.png,cards/235_z_back.png,1,2,"(566, 1561, 1133, 2341)","(566, 1561, 1133, 2341)",False,,07/06/2026,legacy_235_z,C2,C2,False,
236_ch,C3,3,3,236,ch-,https://cardlish.com/t%ca%83/,cards/236_ch_front.png,cards/236_ch_back.png,2,1,"(1119, 1654, 1699, 2341)","(1151, 1664, 1699, 2341)",False,,07/06/2026,legacy_236_ch,C3,C3,False,
237_sh,B3,2,3,237,sh-,https://cardlish.com/sh/,cards/237_sh_front.png,cards/237_sh_back.png,2,1,"(1119, 887, 1699, 1568)","(1151, 910, 1699, 1594)",False,,07/06/2026,legacy_237_sh,B3,B3,False,
238_th,A3,1,3,238,th-,https://cardlish.com/d-2/,cards/238_th_front.png,cards/238_th_back.png,2,1,"(1119, 0, 1699, 803)","(1151, 0, 1699, 802)",False,,07/06/2026,legacy_238_th,A3,A3,False,
000_th,A1,1,1,239,th-,https://cardlish.com/%ce%b8/,cards/000_th_front.png,cards/000_th_back.png,2,1,"(0, 0, 489, 808)","(0, 0, 493, 842)",False,,07/06/2026,legacy_000_th,A1,A1,False,
240_wh,B1,2,1,240,wh-,https://cardlish.com/w/,cards/240_wh_front.png,cards/240_wh_back.png,2,1,"(0, 900, 489, 1585)","(0, 905, 493, 1590)",False,,07/06/2026,legacy_240_wh,B1,B1,False,
241_who,C1,3,1,241,who-,https://cardlish.com/h/,cards/241_who_front.png,cards/241_who_back.png,2,1,"(0, 1663, 489, 2341)","(0, 1662, 493, 2341)",False,,07/06/2026,legacy_241_who,C1,C1,False,
242_br,C2,3,2,242,br-,https://cardlish.com/br/,cards/242_br_front.png,cards/242_br_back.png,2,1,"(557, 1663, 1059, 2341)","(544, 1662, 1054, 2341)",False,,07/06/2026,legacy_242_br,C2,C2,False,
243_cr,B2,2,2,243,cr-,https://cardlish.com/cr/,cards/243_cr_front.png,cards/243_cr_back.png,2,1,"(557, 900, 1059, 1585)","(544, 905, 1054, 1590)",False,,07/06/2026,legacy_243_cr,B2,B2,False,
244_dr,A2,1,2,244,dr-,https://cardlish.com/dr/,cards/244_dr_front.png,cards/244_dr_back.png,2,1,"(557, 0, 1059, 808)","(544, 0, 1054, 842)",False,,07/06/2026,legacy_244_dr,A2,A2,False,
245_card,C3,3,3,245,,https://cardlish.com/fr/,cards/245_card_front.png,cards/245_card_back.png,2,1,"(1111, 1663, 1699, 2341)","(1113, 1662, 1699, 2341)",False,,07/06/2026,legacy_245_card,C3,C3,False,
246_gr,B3,2,3,246,gr-,https://cardlish.com/gr/,cards/246_gr_front.png,cards/246_gr_back.png,2,1,"(1111, 900, 1699, 1585)","(1113, 905, 1699, 1590)",False,,07/06/2026,legacy_246_gr,B3,B3,False,
